"","CASE_NBR","CREATED","CLOSED","STATUS","SUBJECT","REASON","TYPE","DESCRIPTION","LOCATION","ZIPCODE","address","LAT","LON"
"764",31427081,"2/15/2016 6:32:11 PM","","Open","Open311","Remote Device","Abandoned vehicle","Abandoned Vehicle - 109214","5829 RIDGEPOINT DR, Sacramento, CA",95843,"5829 RIDGEPOINT DR, Sacramento, CA, 95843",38.720065,-121.32926
"765",31427083,"2/15/2016 6:32:12 PM","","Open","Open311","Remote Device","Graffiti","Graffiti - 109216","3956 BRIDGE ST, Sacramento, CA",95628,"3956 BRIDGE ST, Sacramento, CA, 95628",38.638357,-121.266955
"769",31427134,"2/16/2016 6:51:28 AM","","Open","311 Service Request","Code - Zoning","Private Property - Animals","Private Property - Animal","7494 PERSIMMON AVE, Sacramento, CA",95823,"7494 PERSIMMON AVE, Sacramento, CA, 95823",38.484482,-121.438835
"770",31427173,"2/16/2016 8:07:49 AM","","Open","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","4551 EDISON AVE, Sacramento, CA",95821,"4551 EDISON AVE, Sacramento, CA, 95821",38.636659,-121.358206
"771",31427177,"2/16/2016 8:10:08 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","8318 FALCON VIEW DR, Sacramento, CA",95843,"8318 FALCON VIEW DR, Sacramento, CA, 95843",38.720847,-121.350476
"772",31427195,"2/16/2016 8:22:12 AM","","Open","Open311","Remote Device","Graffiti","Graffiti - 109294","3956 BRIDGE ST, Sacramento, CA",95628,"3956 BRIDGE ST, Sacramento, CA, 95628",38.638357,-121.266955
"773",31427196,"2/16/2016 8:22:12 AM","","Open","Open311","Remote Device","Graffiti","Graffiti - 109295","3956 BRIDGE ST, Sacramento, CA",95628,"3956 BRIDGE ST, Sacramento, CA, 95628",38.638357,-121.266955
"774",31427219,"2/16/2016 8:32:36 AM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","924 DORNAJO WAY,Unit 4, Sacramento, CA",95825,"924 DORNAJO WAY,Unit 4, Sacramento, CA, 95825",38.581801,-121.406037
"775",31427328,"2/16/2016 9:33:52 AM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","5214 FAWN HOLLOW WAY, Sacramento, CA",95843,"5214 FAWN HOLLOW WAY, Sacramento, CA, 95843",38.713259,-121.344358
"776",31427353,"2/16/2016 9:48:20 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","3615 MORSE AVE, Sacramento, CA",95821,"3615 MORSE AVE, Sacramento, CA, 95821",38.630712,-121.392252
"777",31427357,"2/16/2016 9:50:16 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","3336 AUBURN BLVD, Sacramento, CA",95821,"3336 AUBURN BLVD, Sacramento, CA, 95821",38.636044,-121.385824
"778",31427370,"2/16/2016 9:56:03 AM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","7224 LAWNWOOD DR, Sacramento, CA",95828,"7224 LAWNWOOD DR, Sacramento, CA, 95828",38.502765,-121.418457
"779",31427382,"2/16/2016 9:59:55 AM","","Open","311 Service Request","Code - Zoning","Business Area Not Zoned","Business Area Not Zoned","5101 GORDON DR, Sacramento, CA",95824,"5101 GORDON DR, Sacramento, CA, 95824",38.520713,-121.445729
"781",31427389,"2/16/2016 10:02:13 AM","","Open","Open311","Remote Device","Road traffic sign","Road traffic sign - 109307","7112 STOCKER WAY, Sacramento, CA",95828,"7112 STOCKER WAY, Sacramento, CA, 95828",38.500482,-121.420665
"782",31427394,"2/16/2016 10:03:35 AM","","Open","311 Service Request","Code - Housing","Emergency Housing Conditions","Emergency Housing Condition","2601 HOWE AVE,Unit 60, Sacramento, CA",95821,"2601 HOWE AVE,Unit 60, Sacramento, CA, 95821",38.635619,-121.355782
"783",31427415,"2/16/2016 10:16:17 AM","","Open","311 Service Request","Transportation","Sweeper Request","Sweeper Request","1295 FULTON AVE, Sacramento, CA",95825,"1295 FULTON AVE, Sacramento, CA, 95825",38.588684,-121.401542
"785",31427481,"2/16/2016 10:42:16 AM","","Open","311 Service Request","Code - Zoning","Private Property - Animals","Private Property - Animal","7736 KATELLA WAY, Sacramento, CA",95621,"7736 KATELLA WAY, Sacramento, CA, 95621",38.708512,-121.325948
"786",31427505,"2/16/2016 10:53:15 AM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","440 ARLINGDALE CIR, Sacramento, CA",95673,"440 ARLINGDALE CIR, Sacramento, CA, 95673",38.703058,-121.454886
"787",31427513,"2/16/2016 10:58:36 AM","","Open","311 Service Request","Code - Zoning","Private Property - Animals","Private Property - Animal","4866 SISKIYOU AVE, Sacramento, CA",95820,"4866 SISKIYOU AVE, Sacramento, CA, 95820",38.531511,-121.460681
"788",31427549,"2/16/2016 11:17:53 AM","","Open","311 Service Request","Code - Zoning","Transient Complaints","Transient Complaints","1127 E ST, Sacramento, CA",95673,"1127 E ST, Sacramento, CA, 95673",38.878439,-121.08016
"789",31427568,"2/16/2016 11:25:38 AM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","5410 ELSINORE WAY, Sacramento, CA",95628,"5410 ELSINORE WAY, Sacramento, CA, 95628",38.643437,-121.268207
"790",31427583,"2/16/2016 11:31:19 AM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","5408 ELSINORE WAY, Sacramento, CA",95628,"5408 ELSINORE WAY, Sacramento, CA, 95628",38.643437,-121.268207
"791",31427586,"2/16/2016 11:32:18 AM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","4210 TRESLER AVE, Sacramento, CA",95660,"4210 TRESLER AVE, Sacramento, CA, 95660",38.658744,-121.366486
"792",31427602,"2/16/2016 11:41:05 AM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","5760 SAMPSON BLVD, Sacramento, CA",95824,"5760 SAMPSON BLVD, Sacramento, CA, 95824",38.521631,-121.449101
"793",31427615,"2/16/2016 11:50:00 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","7981 E STOCKTON BLVD, Sacramento, CA",95823,"7981 E STOCKTON BLVD, Sacramento, CA, 95823",38.467622,-121.415348
"795",31427668,"2/16/2016 12:23:16 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","545 ARLINGDALE CIR, Sacramento, CA",95673,"545 ARLINGDALE CIR, Sacramento, CA, 95673",38.703569,-121.453726
"796",31427673,"2/16/2016 12:26:55 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","5987 KYLENCH CT, Sacramento, CA",95621,"5987 KYLENCH CT, Sacramento, CA, 95621",38.708951,-121.324693
"797",31427674,"2/16/2016 12:27:00 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","3932 TAWNY MEADOW WAY, Sacramento, CA",95843,"3932 TAWNY MEADOW WAY, Sacramento, CA, 95843",38.717318,-121.371736
"798",31427679,"2/16/2016 12:29:48 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","8457 BRAMBLE BUSH CIR, Sacramento, CA",95843,"8457 BRAMBLE BUSH CIR, Sacramento, CA, 95843",38.719779,-121.371126
"799",31427683,"2/16/2016 12:31:12 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","8424 BRAMBLE BUSH CIR, Sacramento, CA",95843,"8424 BRAMBLE BUSH CIR, Sacramento, CA, 95843",38.720248,-121.371397
"800",31427728,"2/16/2016 12:56:29 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","3121 MOUNTAIN VIEW AVE, Sacramento, CA",95821,"3121 MOUNTAIN VIEW AVE, Sacramento, CA, 95821",38.621736,-121.394242
"801",31427740,"2/16/2016 1:05:10 PM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","7656 COUNTRYFIELD DR, Sacramento, CA",95828,"7656 COUNTRYFIELD DR, Sacramento, CA, 95828",38.480866,-121.40317
"802",31427741,"2/16/2016 1:05:12 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","3248 ROSEMONT DR, Sacramento, CA",95826,"3248 ROSEMONT DR, Sacramento, CA, 95826",38.555011,-121.36017
"803",31427746,"2/16/2016 1:09:43 PM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","8052 GOLDENLEAF WAY, Sacramento, CA",95829,"8052 GOLDENLEAF WAY, Sacramento, CA, 95829",38.464476,-121.334094
"804",31427771,"2/16/2016 1:25:05 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","1213 GREENHILLS RD, Sacramento, CA",95864,"1213 GREENHILLS RD, Sacramento, CA, 95864",38.587547,-121.384084
"805",31427815,"2/16/2016 1:55:52 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","3950 CONSTITUTION AVE, Sacramento, CA",95660,"3950 CONSTITUTION AVE, Sacramento, CA, 95660",38.665216,-121.370899
"806",31427829,"2/16/2016 2:04:41 PM","","Open","311 Service Request","Code - Zoning","Transient Complaints","Transient Complaints","8484 FLORIN RD, Sacramento, CA",95828,"8484 FLORIN RD, Sacramento, CA, 95828",38.496086,-121.391753
"809",31427919,"2/16/2016 3:10:44 PM","","Open","311 Service Request","Transportation","Traffic Sign Complaints","Traffic Sign Complaints","11595 PROSPECT HILL DR, Sacramento, CA",95670,"11595 PROSPECT HILL DR, Sacramento, CA, 95670",38.583331,-121.275564
"810",31427940,"2/16/2016 3:24:56 PM","","Open","311 Service Request","Transportation","Ditches/Culverts","Ditches/Culverts","7607 DRY CREEK RD, Sacramento, CA",95626,"7607 DRY CREEK RD, Sacramento, CA, 95626",38.704982,-121.438393
"811",31427970,"2/16/2016 3:42:03 PM","","Open","311 Service Request","Transportation","Traffic Sign Complaints","Traffic Sign Complaints","3724 WILLIAM WAY, Sacramento, CA",95821,"3724 WILLIAM WAY, Sacramento, CA, 95821",38.630808,-121.377902
"812",31428007,"2/16/2016 4:04:44 PM","","Open","311 Service Request","Transportation","Encroachment Violation","Encroachment Violation","9265 CALDERA WAY, Sacramento, CA",95826,"9265 CALDERA WAY, Sacramento, CA, 95826",38.558106,-121.35459
"814",31428037,"2/16/2016 4:28:18 PM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","1181 FULTON AVE,Unit 43, Sacramento, CA",95825,"1181 FULTON AVE,Unit 43, Sacramento, CA, 95825",38.586016,-121.401464
"815",31428081,"2/16/2016 4:53:23 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","7160 MINORESS WAY, Sacramento, CA",95842,"7160 MINORESS WAY, Sacramento, CA, 95842",38.698161,-121.347639
"816",31428084,"2/16/2016 4:54:58 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","7164 MINORESS WAY, Sacramento, CA",95842,"7164 MINORESS WAY, Sacramento, CA, 95842",38.698198,-121.347623
"817",31428109,"2/16/2016 5:17:46 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","1265 LEVEE RD, Sacramento, CA",95690,"1265 LEVEE RD, Sacramento, CA, 95690",38.248546,-121.509875
"818",31428136,"2/16/2016 5:52:31 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","7314 SANTA JUANITA AVE, Sacramento, CA",95662,"7314 SANTA JUANITA AVE, Sacramento, CA, 95662",38.674464,-121.193741
"820",31428151,"2/16/2016 6:43:22 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","6125 MARTIN LUTHER KING JR BLVD, Sacramento, CA",95824,"6125 MARTIN LUTHER KING JR BLVD, Sacramento, CA, 95824",38.514885,-121.464614
"821",31428170,"2/16/2016 8:51:53 PM","","Open","311 Service Request","Transportation","Graffiti Private Property","Graffiti Private Property","7420 SUNSET AVE, Sacramento, CA",95628,"7420 SUNSET AVE, Sacramento, CA, 95628",38.652608,-121.291436
"822",31428173,"2/16/2016 9:07:32 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","5046 FRUITRIDGE RD, Sacramento, CA",95820,"5046 FRUITRIDGE RD, Sacramento, CA, 95820",38.524861,-121.447046
"823",31428174,"2/16/2016 9:08:59 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","5040 FRUITRIDGE RD, Sacramento, CA",95820,"5040 FRUITRIDGE RD, Sacramento, CA, 95820",38.525015,-121.446408
"824",31428176,"2/16/2016 9:15:56 PM","","Open","311 Service Request","Code - Zoning","Private Property - Animals","Private Property - Animal","3137 PANAMA AVE, Sacramento, CA",95608,"3137 PANAMA AVE, Sacramento, CA, 95608",38.621318,-121.326195
"825",31428181,"2/16/2016 9:37:53 PM","","Open","311 Service Request","Environmental - Compliance","Hazardous Substances","Hazardous Substance","1807 C ST, Sacramento, CA",95673,"1807 C ST, Sacramento, CA, 95673",38.672743,-121.425396
"826",31428190,"2/17/2016 5:32:16 AM","","Open","Open311","Remote Device","Street lighting","Street lighting - 109472","5700 CYPRESS AVE, Sacramento, CA",95608,"5700 CYPRESS AVE, Sacramento, CA, 95608",38.638925,-121.332142
"828",31428223,"2/17/2016 7:44:42 AM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","8640 OAK VILLAGE CT, Sacramento, CA",95843,"8640 OAK VILLAGE CT, Sacramento, CA, 95843",38.726623,-121.384674
"829",31428279,"2/17/2016 8:39:34 AM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","9071 SHADY HOLLOW WAY, Sacramento, CA",95628,"9071 SHADY HOLLOW WAY, Sacramento, CA, 95628",38.643454,-121.26344
"830",31428288,"2/17/2016 8:48:14 AM","","Open","311 Service Request","Transportation","Sweeper Request","Sweeper Request","8080 MORGAN HILL WAY, Sacramento, CA",95828,"8080 MORGAN HILL WAY, Sacramento, CA, 95828",38.463259,-121.386453
"831",31428326,"2/17/2016 9:14:11 AM","","Open","Open311","Remote Device","Abandoned vehicle","Abandoned Vehicle - 109520","8521 OAK AVE, Sacramento, CA",95662,"8521 OAK AVE, Sacramento, CA, 95662",38.700573,-121.243353
"832",31428383,"2/17/2016 9:51:10 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","1841 HOWE AVE,Unit B, Sacramento, CA",95825,"1841 HOWE AVE,Unit B, Sacramento, CA, 95825",38.598965,-121.415364
"835",31428390,"2/17/2016 9:57:01 AM","","Open","311 Service Request","Transportation","Other","Transportation - Other","3701 ORANGE GROVE AVE, Sacramento, CA",95660,"3701 ORANGE GROVE AVE, Sacramento, CA, 95660",38.647731,-121.37775
"836",31428437,"2/17/2016 10:27:54 AM","","Open","311 Service Request","Transportation","Aggregate Dumping","Aggregate Dumping","960 CASTEC DR, Sacramento, CA",95864,"960 CASTEC DR, Sacramento, CA, 95864",38.58189,-121.378629
"837",31428457,"2/17/2016 10:46:33 AM","","Open","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","9090 CASELMAN RD, Sacramento, CA",95829,"9090 CASELMAN RD, Sacramento, CA, 95829",38.472662,-121.363865
"838",31428459,"2/17/2016 10:47:37 AM","","Open","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","9086 GERBER RD, Sacramento, CA",95829,"9086 GERBER RD, Sacramento, CA, 95829",38.481575,-121.363969
"839",31428471,"2/17/2016 10:55:51 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","5034 MANZANITA AVE, Sacramento, CA",95608,"5034 MANZANITA AVE, Sacramento, CA, 95608",38.658231,-121.32747
"841",31428487,"2/17/2016 11:11:11 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","7108 FLANDERS WAY, Sacramento, CA",95842,"7108 FLANDERS WAY, Sacramento, CA, 95842",38.696076,-121.344905
"842",31428490,"2/17/2016 11:12:43 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","7104 FLANDERS WAY, Sacramento, CA",95842,"7104 FLANDERS WAY, Sacramento, CA, 95842",38.695921,-121.345424
"843",31428520,"2/17/2016 11:31:09 AM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","4352 GREENHOLME DR,Unit 11, Sacramento, CA",95842,"4352 GREENHOLME DR,Unit 11, Sacramento, CA, 95842",38.669911,-121.362161
"844",31428524,"2/17/2016 11:34:19 AM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","4028 DAVID DR, Sacramento, CA",95660,"4028 DAVID DR, Sacramento, CA, 95660",38.676229,-121.37278
"845",31428534,"2/17/2016 11:42:11 AM","","Open","Open311","Remote Device","Pothole","Pothole - 109546","2901 TIOGA WAY, Sacramento, CA",95821,"2901 TIOGA WAY, Sacramento, CA, 95821",38.620432,-121.395761
"846",31428554,"2/17/2016 11:56:02 AM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","3361 EDISON AVE,Unit 2, Sacramento, CA",95821,"3361 EDISON AVE,Unit 2, Sacramento, CA, 95821",38.611815,-121.407096
"847",31428555,"2/17/2016 11:56:11 AM","","Open","311 Service Request","Code - Housing","Emergency Housing Conditions","Emergency Housing Condition","7742 ROBINETTE RD, Sacramento, CA",95828,"7742 ROBINETTE RD, Sacramento, CA, 95828",38.476955,-121.410527
"848",31428577,"2/17/2016 12:12:56 PM","","Open","311 Service Request","Transportation","Graffiti Public Right of Way","Graffiti Public Right of Way","6143 32ND ST, Sacramento, CA",95660,"6143 32ND ST, Sacramento, CA, 95660",38.67838,-121.392235
"849",31428589,"2/17/2016 12:22:39 PM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","8070 SILVERLEAF WAY, Sacramento, CA",95829,"8070 SILVERLEAF WAY, Sacramento, CA, 95829",38.462667,-121.367724
"850",31428607,"2/17/2016 12:32:08 PM","","Open","Open311","Remote Device","Other","Other - 109554","6210 HAZEL AVE, Sacramento, CA",95662,"6210 HAZEL AVE, Sacramento, CA, 95662",38.678617,-121.225533
"851",31428634,"2/17/2016 12:48:59 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","8327 HERNDON CT, Sacramento, CA",95828,"8327 HERNDON CT, Sacramento, CA, 95828",38.4612,-121.399004
"852",31428639,"2/17/2016 12:52:11 PM","","Open","311 Service Request","Transportation","Other","Transportation - Other","3300 LYNNE WAY, Sacramento, CA",95821,"3300 LYNNE WAY, Sacramento, CA, 95821",38.622603,-121.382987
"853",31428651,"2/17/2016 1:02:27 PM","","Open","Open311","Remote Device","Pothole","Pothole - 109560","3700 MORSE AVE,Unit 15, Sacramento, CA",95821,"3700 MORSE AVE,Unit 15, Sacramento, CA, 95821",38.613254,-121.373006
"854",31428652,"2/17/2016 1:02:28 PM","","Open","Open311","Remote Device","Pothole","Pothole - 109566","3713 MORSE AVE, Sacramento, CA",95821,"3713 MORSE AVE, Sacramento, CA, 95821",38.631855,-121.392248
"855",31428656,"2/17/2016 1:03:45 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","4620 MARTSMITH WAY, Sacramento, CA",95628,"4620 MARTSMITH WAY, Sacramento, CA, 95628",38.643437,-121.268207
