"CASE_NBR","CREATED","CLOSED","STATUS","SUBJECT","REASON","TYPE","DESCRIPTION","LOCATION","ZIPCODE"
"31414928","1/27/2016 3:53:36 PM","1/27/2016 3:56:41 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","4212 GUILDFORD CT, 95864","95864"
"31414929","1/27/2016 3:54:08 PM","1/28/2016 2:38:10 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","6903 CENTENNIAL WAY, 95842","95842"
"31414930","1/27/2016 3:56:11 PM","1/27/2016 4:06:30 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","8053 NORTHERN OAK CIR, 95828","95828"
"31414932","1/27/2016 3:58:21 PM","1/27/2016 4:06:55 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","5436 BURR OAK WAY, 95628","95628"
"31414933","1/27/2016 3:59:33 PM","2/26/2016 9:42:57 AM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","8170 GERBER RD, 95828","95828"
"31414936","1/27/2016 4:02:47 PM","1/27/2016 11:30:03 PM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","8462 CASLAN AVE, 95628","95628"
"31414939","1/27/2016 4:08:58 PM","2/22/2016 11:03:46 AM","Closed","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","5820 41ST ST, 95824","95824"
"31414942","1/27/2016 4:14:40 PM","1/29/2016 11:30:03 AM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","5680 ODEA DR, 95824","95824"
"31414947","1/27/2016 4:20:22 PM","2/26/2016 9:43:19 AM","Closed","311 Service Request","Transportation","Pavement","Pavement","5110 DREDGER WAY, 95662","95662"
"31414949","1/27/2016 4:22:39 PM","2/26/2016 9:43:37 AM","Closed","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","INTERSECTION of SQUAW VALLEY WAY and TUOLUMNE DR, 95826","95826"
"31414951","1/27/2016 4:26:19 PM","1/29/2016 1:15:35 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","INTERSECTION of FRENCH RD and DANRIDGE DR, 95828","95828"
"31414952","1/27/2016 4:27:31 PM","1/27/2016 4:36:51 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","7610 VASOS WAY, 95628","95628"
"31414953","1/27/2016 4:27:46 PM","1/27/2016 4:36:36 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","7610 VASOS WAY, 95628","95628"
"31414954","1/27/2016 4:28:56 PM","1/27/2016 9:30:10 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","INTERSECTION of MORNING HILLS ST and ALDER CREEK DR, 95829","95829"
"31414955","1/27/2016 4:30:45 PM","2/1/2016 1:56:16 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","7721 TEMWOODS WAY, 95828","95828"
"31414956","1/27/2016 4:30:46 PM","1/28/2016 1:59:53 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","3431 CLEMENS WAY, 95864","95864"
"31414957","1/27/2016 4:31:23 PM","1/29/2016 7:51:15 AM","Closed","Open311","Remote Device","Other","Abandon Vehicles - 106064","745 W ELKHORN BLVD, 95673","95673"
"31414962","1/27/2016 4:35:02 PM","1/29/2016 4:13:56 PM","Closed","311 Service Request","Code - Housing","Emergency Housing Conditions","Emergency Housing Condition","8327 FAIR OAKS BLVD,Unit 14, 95608","95608"
"31414964","1/27/2016 4:35:55 PM","1/27/2016 4:36:54 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","7961 ORANGE AVE, 95628","95628"
"31414967","1/27/2016 4:37:04 PM","1/27/2016 4:46:39 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","5441 BENTLEY WAY, 95608","95608"
"31414968","1/27/2016 4:37:45 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","2105 JUANITA LN, 95825","95825"
"31414973","1/27/2016 4:39:49 PM","1/30/2016 10:30:02 AM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","2619 POPE AVE, 95821","95821"
"31414975","1/27/2016 4:40:37 PM","2/26/2016 9:44:00 AM","Closed","Open311","Remote Device","Pothole","Pothole - 106065","8784 MOHAWK WAY, 95628","95628"
"31414976","1/27/2016 4:41:15 PM","1/28/2016 1:59:38 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","3431 CLEMENS WAY, 95864","95864"
"31414977","1/27/2016 4:41:39 PM","2/22/2016 10:44:13 AM","Closed","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","5842 VISTA AVE, 95824","95824"
"31414978","1/27/2016 4:43:13 PM","1/27/2016 4:46:52 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","7321 WALNUT RD, 95628","95628"
"31414980","1/27/2016 4:46:30 PM","2/26/2016 2:38:44 PM","Closed","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","4609 38TH AVE, 95824","95824"
"31414989","1/27/2016 4:57:48 PM","1/27/2016 7:30:07 PM","Closed","311 Service Request","Animal Care","Animal Care - Wild","Animal Care - Wild","5924 FILBERT AVE, 95662","95662"
"31414999","1/27/2016 5:10:32 PM","1/27/2016 5:24:03 PM","Closed","Open311","Remote Device","Shopping cart","Shopping carts - 106067","2610 POPE AVE, 95821","95821"
"31415001","1/27/2016 5:14:56 PM","1/27/2016 11:30:04 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","INTERSECTION of HILLSDALE BLVD and TRESLER AVE, 95660","95660"
"31415003","1/27/2016 5:20:31 PM","2/1/2016 1:54:56 PM","Closed","Open311","Remote Device","Illegal dumping","Illegal dumping - 106068","7824 ELSIE AVE, 95828","95828"
"31415010","1/27/2016 5:27:32 PM","1/29/2016 11:30:03 AM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","8108 CARDALE WAY, 95829","95829"
"31415013","1/27/2016 5:35:36 PM","2/26/2016 9:24:37 AM","Closed","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","5592 WHITE FIR WAY, 95841","95841"
"31415014","1/27/2016 5:40:23 PM","1/27/2016 5:46:53 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","4351 PLANTATION DR, 95628","95628"
"31415020","1/27/2016 5:47:48 PM","1/28/2016 7:29:53 AM","Closed","311 Service Request","Water Resources","Incoming Email","","9700 GOETHE RD, 95827","95827"
"31415021","1/27/2016 5:52:43 PM","2/26/2016 9:44:20 AM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","INTERSECTION of MATHER FIELD RD NB US 50 WB ON and MATHER FIELD RD NB US 50 WB ON,RANCHO CORDOVA,CA 95670","95670"
"31415023","1/27/2016 5:55:31 PM","1/29/2016 11:30:03 AM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","8858 WOODMAN WAY, 95826","95826"
"31415026","1/27/2016 6:03:16 PM","2/26/2016 2:29:38 PM","Closed","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","5617 44TH ST, 95824","95824"
"31415028","1/27/2016 6:08:54 PM","1/27/2016 7:30:05 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","INTERSECTION of LIVORNA WAY and VIA ROMA DR, 95628","95628"
"31415029","1/27/2016 6:10:33 PM","2/5/2016 12:20:02 AM","Closed","Open311","Remote Device","Abandoned vehicle","Abandoned Vehicle - 106073","3355 DUSTY CT, 95827","95827"
"31415038","1/27/2016 6:47:44 PM","1/27/2016 7:05:37 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","4531 GALBRATH DR, 95842","95842"
"31415039","1/27/2016 6:58:31 PM","1/29/2016 11:30:04 AM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","3664 PAYNE WAY, 95660","95660"
"31415042","1/27/2016 7:19:22 PM","1/29/2016 3:30:14 PM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","4360 23RD AVE, 95820","95820"
"31415046","1/27/2016 7:50:47 PM","1/27/2016 8:10:34 PM","Closed","Open311","Remote Device","Other","Other - 106081","8840 EL VERANO AVE, 95626","95626"
"31415049","1/27/2016 8:05:20 PM","2/26/2016 9:44:41 AM","Closed","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","INTERSECTION of MORSE AVE and MARCONI AVE, 95821","95821"
"31415051","1/27/2016 8:09:05 PM","1/29/2016 11:30:04 AM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","5140 FAWN HOLLOW WAY, 95843","95843"
"31415054","1/27/2016 8:30:39 PM","1/28/2016 4:04:12 PM","Closed","Open311","Remote Device","Other","Other - 106084","1417 MIPATY LN, 95608","95608"
"31415055","1/27/2016 8:30:40 PM","","Open","Open311","Remote Device","Street lighting","Street lighting - 106085","8242 LONELY HILL WAY, 95843","95843"
"31415058","1/27/2016 9:11:40 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","9219 LUCCHESI DR, 95829","95829"
"31415060","1/27/2016 9:34:01 PM","","Open","311 Service Request","Code - Housing","Emergency Housing Conditions","Emergency Housing Condition","3664 VAN OWEN ST, 95660","95660"
"31415065","1/28/2016 12:49:48 AM","1/29/2016 11:30:04 AM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","7604 ZEPHYR HILLS WAY, 95843","95843"
"31415067","1/28/2016 1:56:22 AM","1/29/2016 11:30:04 AM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","4721 MOORPARK WAY, 95842","95842"
"31415068","1/28/2016 2:20:39 AM","2/26/2016 9:45:00 AM","Closed","Open311","Remote Device","Public right of way","Public right of way - 106089","5820 ORANGE AVE, 95823","95823"
"31415072","1/28/2016 7:04:01 AM","1/28/2016 1:30:12 PM","Closed","311 Service Request","Animal Care","Animal Care - Assist","Animal Care - Assist","3839 BRADSHAW RD, 95827","95827"
"31415075","1/28/2016 7:18:35 AM","1/28/2016 7:28:38 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","5937 RYE WAY, 95608","95608"
"31415078","1/28/2016 7:23:19 AM","1/28/2016 11:30:16 AM","Closed","311 Service Request","Animal Care","Animal Care - Wild","Animal Care - Wild","11034 FAIR OAKS BLVD, 95628","95628"
"31415080","1/28/2016 7:26:27 AM","1/28/2016 11:30:04 AM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","INTERSECTION of FAIR OAKS BLVD and GARFIELD AVE, 95608","95608"
"31415081","1/28/2016 7:34:46 AM","2/26/2016 9:45:57 AM","Closed","311 Service Request","Transportation","Traffic Signal Complaints","Traffic Signal Complaints","INTERSECTION of JACKSON RD and BRADSHAW RD, 95827","95827"
"31415085","1/28/2016 7:47:28 AM","1/28/2016 9:30:15 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","INTERSECTION of JACKSON RD and EXCELSIOR RD, 95829","95829"
"31415086","1/28/2016 7:48:17 AM","1/28/2016 9:30:15 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","INTERSECTION of JACKSON RD and BRADSHAW RD, 95827","95827"
"31415087","1/28/2016 7:48:56 AM","1/28/2016 10:30:04 AM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","2541 GARDEN HWY, 95833","95833"
"31415088","1/28/2016 7:49:39 AM","1/29/2016 3:30:09 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","7350 PALMER HOUSE DR, 95828","95828"
"31415090","1/28/2016 7:52:22 AM","1/28/2016 8:11:19 AM","Closed","Open311","Remote Device","Other","Other - 106115","4640 MOUNT AUBURN CT, 95842","95842"
"31415093","1/28/2016 7:54:12 AM","1/28/2016 7:58:42 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","2451 WURTH CT, 95825","95825"
"31415096","1/28/2016 7:59:37 AM","1/28/2016 3:30:04 PM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","INTERSECTION of HEDGE AVE and JACKSON RD, 95826","95826"
"31415102","1/28/2016 8:07:29 AM","1/28/2016 4:30:04 PM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","8740 WOODMAN WAY,Unit D, 95826","95826"
"31415104","1/28/2016 8:11:52 AM","1/28/2016 8:18:35 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","6820 ADMIRAL AVE, 95628","95628"
"31415105","1/28/2016 8:12:21 AM","1/28/2016 10:30:15 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","7020 STOCKTON BLVD, 95823","95823"
"31415112","1/28/2016 8:16:29 AM","1/28/2016 12:30:15 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","9069 CHANTAL WAY, 95829","95829"
"31415115","1/28/2016 8:19:10 AM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","7401 POWER INN RD,Unit 235, 95828","95828"
"31415116","1/28/2016 8:20:17 AM","2/26/2016 9:25:01 AM","Closed","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","6813 ASHFIELD WAY, 95628","95628"
"31415117","1/28/2016 8:20:39 AM","2/26/2016 9:46:16 AM","Closed","Open311","Remote Device","Pothole","Pothole - 106118","2238 ARDEN WAY, 95825","95825"
"31415123","1/28/2016 8:26:26 AM","","Open","311 Service Request","Code - Housing","Emergency Housing Conditions","Emergency Housing Condition","9509 FOLSOM BLVD, 95827","95827"
"31415124","1/28/2016 8:26:27 AM","1/28/2016 8:28:37 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","4209 LOAZELL CT, 95864","95864"
"31415131","1/28/2016 8:32:05 AM","1/28/2016 12:10:13 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","2790 NORTHROP AVE, 95864","95864"
"31415139","1/28/2016 8:36:33 AM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","7401 POWER INN RD, 95828","95828"
"31415141","1/28/2016 8:38:08 AM","1/28/2016 8:48:56 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","11541 BEAR VALLEY CT, 95670","95670"
"31415145","1/28/2016 8:41:16 AM","1/28/2016 10:30:04 AM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","INTERSECTION of FAIR OAKS BLVD and ELSDON CIR, 95608","95608"
"31415164","1/28/2016 8:56:16 AM","2/26/2016 9:46:32 AM","Closed","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","8864 BRITLAND WAY, 95628","95628"
"31415165","1/28/2016 8:59:12 AM","1/29/2016 11:30:04 AM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","9057 NAPA VALLEY WAY, 95829","95829"
"31415169","1/28/2016 9:01:20 AM","1/28/2016 9:19:32 AM","Closed","Open311","Remote Device","Code violation","Zoning violations - 106125","204 WITHINGTON AVE, 95673","95673"
"31415170","1/28/2016 9:01:28 AM","2/1/2016 1:54:16 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","9138 LUCCHESI DR, 95829","95829"
"31415179","1/28/2016 9:12:19 AM","1/28/2016 12:30:15 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","INTERSECTION of ELK GROVE FLORIN RD and GERBER RD, 95829","95829"
"31415184","1/28/2016 9:15:47 AM","2/1/2016 9:07:48 AM","Closed","311 Service Request","Building Permits and Inspection","Building Permits and Inspection Complaints","Building Permits and Inspection Complaints","7611 ELSIE AVE, 95828","95828"
"31415193","1/28/2016 9:24:53 AM","1/28/2016 3:30:04 PM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","4801 HEDGE AVE, 95826","95826"
"31415201","1/28/2016 9:29:13 AM","1/28/2016 9:38:56 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","5305 HIBISCUS DR, 95628","95628"
"31415208","1/28/2016 9:33:37 AM","1/29/2016 2:21:49 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","INTERSECTION of EAGLES NEST RD and KIEFER BLVD, 95830","95830"
"31415210","1/28/2016 9:34:22 AM","1/29/2016 11:30:04 AM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","4125 LOCH DANE CT, 95843","95843"
"31415212","1/28/2016 9:36:30 AM","1/28/2016 9:38:55 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","8399 STEVENSON AVE, 95828","95828"
"31415214","1/28/2016 9:37:44 AM","1/28/2016 3:30:04 PM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","INTERSECTION of ALDER AVE and HEDGE AVE, 95829","95829"
"31415218","1/28/2016 9:40:06 AM","2/23/2016 2:50:09 PM","Closed","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","7570 STOCKTON BLVD, 95823","95823"
"31415220","1/28/2016 9:41:39 AM","1/28/2016 10:30:15 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","INTERSECTION of 32ND AVE and 39TH ST, 95824","95824"
"31415221","1/28/2016 9:43:48 AM","1/28/2016 9:48:52 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","2739 ARGOLIS WAY, 95826","95826"
"31415225","1/28/2016 9:47:50 AM","1/28/2016 10:30:15 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","3916 42ND AVE, 95824","95824"
"31415232","1/28/2016 9:51:53 AM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","8705 CRYSTAL RIVER WAY, 95828","95828"
"31415236","1/28/2016 9:55:14 AM","1/30/2016 4:30:11 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","5429 ELGIN HILLS WAY, 95843","95843"
"31415239","1/28/2016 9:56:28 AM","1/28/2016 10:14:02 AM","Closed","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","INTERSECTION of BARRHILL WAY and STONEYBROKE CT, 95628","95628"
